43402795260,303
45437300464,3445
44080981026,3351
44081059142,3308
43402743176,3302
42385750982,3305
43402873386,3295
44759270956,3375
42724635542,3303
43741679804,3338
42724531368,3312
45098285712,3308
45098155504,3320
42046397688,3296
41368185886,3295
43402743180,3303
42385516614,3304
42385568690,3307
46454709326,3303
42724713668,3301
44759010534,3317
42046371644,3299
45098389882,3299
41707461066,3293
42385672864,3292
44420047860,3392
43741914182,3310
43402899426,3331
42385542654,3303
40350881194,3299
43741862098,3323
41368368170,3468
42046449774,3298
44080902898,3298
41029405498,3298
41368420258,3305
42724687620,3315
42046397688,3348
42385438492,3318
41368211930,3292
42724635538,3289
44759088662,3285
44081007062,3294
45437300468,3288
45437196306,3401
42046449766,3305
45437456718,3298
42385542662,3289
44419917662,3300
44080876854,3292
45437274428,3291
42724427204,3316
42385438488,3360
44081085186,3329
42385542660,3328
43741940224,3297
44420152038,3289
45437248386,3299
42046527902,3299
40690104290,3301
42724739716,3301
44419787438,3490
44420073906,3424
43741966268,3318
44080928936,3299
45437404632,3299
42385724948,3303
44759114706,3293
41707461060,3295
43402795256,3288
44420047862,3295
44759296996,3295
41368290054,3311
45098051330,3298
43063598210,3297
45437456720,3318
43741731900,3297
43741836054,3301
42724609496,3294
41707330856,3304
44080954982,3298
43402769214,3432
44081059150,3297
43741940228,3320
44080981026,3322
43063754458,3311
44080928940,3314
42724661578,3302
44080981026,3316
44419995778,3327
44759166788,3330
46454448908,3495
43741810012,3325
41368211926,3331
41707304810,3305
42724635538,3309
43402743172,3304
42724583452,3300
41707408978,3294
42046527896,3386
43402847348,3357
