434029576,25
691586006,408
583074732,321
573101394,324
403437816,321
389857940,322
362763306,322
617023068,321
437399156,322
461186720,320
308495942,322
417012446,321
444122696,321
298358550,325
539051508,322
423902620,327
417153084,321
495148070,325
420449716,323
491702978,324
545918274,324
515417596,330
389910002,326
430584478,325
386425850,322
410239428,323
457783270,326
383183878,322
420488814,324
423881768,321
352698852,322
322049752,324
478068416,324
240729466,322
437313236,323
535705368,324
474688444,323
311933232,320
322010716,321
372934546,321
332291318,321
464420858,321
566146130,321
440784348,320
271227536,322
271245712,321
413585572,321
556175426,322
420436722,320
478102282,325
457679126,323
600237694,322
356005932,322
369598818,322
264423250,322
467905010,321
457806724,322
318698426,321
433914998,321
362778946,322
535668916,322
223751356,323
457736408,322
484911746,322
373062144,324
444127898,323
630543046,324
637542616,322
389949070,322
261051066,321
376309304,321
491663918,324
338949720,324
389977684,324
247447766,322
413650696,322
298408084,324
281398702,322
528924554,325
613773288,321
312000954,324
437373136,323
349193872,323
417077552,322
549233166,324
539244226,337
444148720,331
454473594,329
294897862,342
478060590,322
400031762,323
586613580,322
484914360,324
325513072,321
216988770,322
389993370,322
372970990,322
505334932,323
437268976,321
454379838,321
461145080,320
