434029576,27
461194514,404
301735974,320
467850340,318
301712524,321
379704926,321
559409580,321
430508956,318
444174760,322
668001576,317
315349688,317
284750104,317
284778698,318
460988812,316
589988364,318
322044540,322
467970116,321
461194514,319
274607502,323
467860756,320
294936916,330
372929318,333
552639180,322
437300188,323
389933440,320
661225968,321
315349688,319
291536128,322
291564722,324
460983604,319
562875516,318
315268932,319
413718380,317
420514826,317
274607502,321
467860756,320
294936916,319
372929318,318
552639180,320
437300188,318
389933440,322
661225968,321
315349688,321
291536128,321
291564722,320
460983604,321
562875516,319
315268932,320
413718380,319
420514826,319
274607502,320
467860756,319
294936916,321
372929318,319
552639180,320
437300188,319
389933440,321
661225968,318
315349688,321
291536128,320
291564722,321
460983604,320
562875516,321
315268932,319
413718380,319
420514826,319
274607502,320
467860756,319
294936916,318
372929318,318
552639180,320
437300188,319
389933440,319
661225968,322
315349688,318
291536128,320
291564722,319
460983604,319
562875516,320
315268932,321
413718380,319
420514826,321
274607502,324
467860756,322
294936916,324
372929318,320
552639180,320
437300188,321
389933440,321
661225968,323
315349688,320
291536128,324
291564722,342
460983604,346
562875516,331
315268932,330
413718380,341
393391562,323
247494654,323
433941052,322
261043252,322
