434029576,23
454366812,409
420478366,410
454361610,344
400130708,339
427259180,326
437401754,325
406880268,327
447614648,325
437430414,327
420480956,331
430620942,335
488263082,328
427246154,331
444203404,333
437409566,328
440815602,324
440823416,322
400094246,323
389951666,322
440820812,319
457780654,319
444192988,318
430665216,320
430652196,320
434032180,320
457804094,323
450997240,320
400133308,323
423881788,322
423847930,320
430652196,320
440802574,321
423850550,322
400148936,320
444203408,324
427259184,324
403528934,324
434045196,324
413689738,322
410294116,321
461189298,323
512035000,321
512008962,328
427261776,320
454385044,320
461165864,320
379775244,323
457778058,322
461163258,317
457762430,320
420483572,319
444213818,319
437440816,320
413687132,320
410281100,319
413687132,319
420452326,319
417069722,319
420475760,321
461173674,320
484890902,325
396729878,320
410307138,320
478123120,321
450981618,320
386584702,322
464540648,318
393316028,322
434032184,321
440818206,322
457715558,320
417090558,322
430628750,322
406924544,322
413671514,322
457744202,320
396732484,331
403508096,326
400122904,319
447606836,321
434008744,318
464551058,320
434019164,319
410301928,320
437419982,319
437425194,320
420444516,319
434045212,322
437391338,322
437433004,321
427256572,325
403510692,331
478123112,341
450950366,329
410322766,339
444190384,340
420467946,329
410312336,336
457785870,348
427238342,331
