434029576,27
579882230,403
542496588,320
488263082,319
318716642,317
318747892,318
372999624,320
444182572,321
379775258,322
498460336,320
440852062,320
505230740,321
372973580,320
474685808,326
495030890,320
413713164,320
427230530,322
501835128,320
383173454,320
481484870,323
328932130,321
539150436,318
437396556,319
454366810,318
413718388,321
454405864,318
383090134,318
400076018,319
420475744,318
427199274,318
440805192,320
366213598,318
501801282,320
471355314,318
356021544,319
413648068,321
362836206,322
481469250,321
471355314,322
437451238,322
400164566,323
444164346,321
403518508,321
447578186,320
379796078,320
498462938,321
501842942,320
413754842,321
464556260,321
447549542,321
484836210,321
440826018,319
308574056,322
467923238,321
501889812,320
400135918,322
423873988,322
505225532,323
393295204,322
366205782,322
372963166,321
444203400,323
501871594,321
315360090,322
410247250,322
518844466,321
406888078,323
461176278,324
325539118,337
369604006,331
474709260,340
464551052,326
390019380,323
471318848,325
420444506,322
383199498,323
417054092,322
528942746,323
474685820,322
396797598,323
376403054,321
403487252,323
383176058,322
508587296,322
271263940,322
342491150,323
403476836,322
498499406,323
335715576,323
498421280,323
478146548,322
420454936,322
345845112,323
454348576,323
471316252,322
396701232,322
440839040,320
447648502,323
471331880,321
410304532,322
430646974,323
